"","(Intercept)","brlen.median","brlen.ratio","brlen.var","lambda","max.brlen","max.internal","max.tip","min.brlen","min.internal","min.tip","mu","Ntip","turnover","df","logLik","AICc","delta","weight"
"4125",6.65049485738722,NA,NA,-3.96455764006174e-08,-14.4738878122415,3.64984237658521e-05,NA,NA,NA,NA,NA,NA,NA,-0.0607355999010443,6,-13781.213564409,27574.4355347022,4852.83596239395,0
"2147",4.22170956690993,NA,3.34466760859652e-09,NA,NA,NA,1.56230625472651e-05,0.000153573579505205,NA,NA,NA,NA,0.00212552245828709,NA,6,-13784.0298492769,27580.068104438,4858.46853212971,0
"4141",6.65506055131504,NA,NA,-3.95783726788951e-08,-14.5213172968512,NA,3.64416479697218e-05,NA,NA,NA,NA,NA,NA,-0.060799071213374,6,-13784.0435598229,27580.0955255299,4858.49595322168,0
"5381",3.50305281849736,NA,NA,7.96945821960403e-09,NA,NA,NA,NA,NA,-0.742564852318129,NA,25.5858516606533,NA,0.0480589616868144,6,-13785.7192488117,27583.4469035076,4861.84733119936,0
"1411",4.35680637230266,NA,1.0682714248403e-08,NA,NA,NA,NA,NA,-2.02045205703923,0.285196159643846,NA,19.216126622176,NA,NA,6,-13786.5478922297,27585.1041903435,4863.5046180352,0
"665",6.2825902042766,NA,NA,NA,-15.1359017816041,1.55745553024523e-05,NA,NA,-0.391255596332265,NA,-1.39685657856156,NA,NA,NA,6,-13787.4590102949,27586.9264264739,4865.32685416568,0
"793",6.29379402169405,NA,NA,NA,-15.2629705004778,1.55313681834227e-05,NA,NA,NA,-0.142462588280703,-1.48177827558725,NA,NA,NA,6,-13788.5683220813,27589.1450500467,4867.54547773843,0
"1039",4.90735804150875,NA,1.00292326281137e-08,6.33837925820907e-09,-9.28434898519301,NA,NA,NA,NA,NA,NA,17.4778645389257,NA,NA,6,-13789.8591154018,27591.7266366877,4870.12706437941,0
"681",6.28440563783184,NA,NA,NA,-15.1571953520651,NA,1.55260963838292e-05,NA,-0.391783970504032,NA,-1.39630471800493,NA,NA,NA,6,-13790.1598316867,27592.3280692575,4870.72849694922,0
"1349",4.31591305352852,NA,NA,7.03176007091983e-09,NA,NA,NA,0.000171897736583528,NA,-0.541937918166122,NA,17.8065708263956,NA,NA,6,-13790.2726805944,27592.5537670728,4870.95419476457,0
"569",6.25917745579694,NA,NA,NA,-14.8515949049221,0.000113870337980515,-9.82826053896419e-05,NA,NA,NA,-1.55092718695496,NA,NA,NA,6,-13790.574536573,27593.1574790301,4871.5579067218,0
"2131",4.22210157170141,NA,3.2194669370997e-09,NA,NA,1.55409399334767e-05,NA,0.000151669304467093,NA,NA,NA,NA,0.00212746690906718,NA,6,-13791.2123319794,27594.4330698429,4872.83349753465,0
"809",6.29562764880123,NA,NA,NA,-15.2844719815666,NA,1.54826650956058e-05,NA,NA,-0.142667742199573,-1.48133773224252,NA,NA,NA,6,-13791.2697541617,27594.5479142076,4872.94834189931,0
"2145",4.21660512400128,NA,NA,NA,NA,NA,1.57740299796754e-05,0.000162045485426902,NA,NA,NA,NA,0.00213194985139971,NA,5,-13794.0128732848,27598.0317501717,4876.43217786347,0
"2401",4.2288446335484,NA,NA,NA,NA,NA,1.57943383329311e-05,0.000163198849951265,NA,-0.0390263767338141,NA,NA,0.00211143260787438,NA,6,-13793.1269909011,27598.2623876864,4876.66281537816,0
"2062",4.25033714839039,0.019498374841947,NA,6.10884088391171e-09,-5.49709284932131,NA,NA,NA,NA,NA,NA,NA,0.00254655380890174,NA,6,-13794.2660708599,27600.540547604,4878.94097529573,0
"4629",5.38245016976848,NA,NA,-5.58938523540637e-08,NA,5.10777752095969e-05,NA,NA,NA,NA,-1.03291018654695,NA,NA,-0.0173457847506562,6,-13794.4160077012,27600.8404212865,4879.24084897827,0
"1347",4.31597033960395,NA,5.77046592840885e-09,NA,NA,NA,NA,0.000160577848478815,NA,-0.531411213620295,NA,17.8975109850181,NA,NA,6,-13796.1147525894,27604.2379110629,4882.63833875463,0
"4235",7.55715380233286,NA,9.95116982682011e-09,NA,-24.3805112002807,NA,NA,NA,-1.99495402637967,NA,NA,NA,NA,-0.0670085730269598,6,-13796.1749409532,27604.3582877905,4882.75871548229,0
"5193",4.99868446193687,NA,NA,NA,-8.78629205742019,NA,NA,0.000109476026428962,NA,NA,NA,15.8761290666037,NA,-0.00776256177249008,6,-13796.7430296072,27605.4944650986,4883.89489279031,0
"537",6.26439519972817,NA,NA,NA,-14.9128588538009,1.56326030883836e-05,NA,NA,NA,NA,-1.54702600769397,NA,NA,NA,5,-13798.5287913982,27607.0635863985,4885.46401409024,0
"2129",4.21719613967656,NA,NA,NA,NA,1.57016265554026e-05,NA,0.000159749872739779,NA,NA,NA,NA,0.0021335486300206,NA,5,-13800.4416337025,27610.8892710071,4889.28969869887,0
"2385",4.22904992332194,NA,NA,NA,NA,1.57204888398235e-05,NA,0.000160866332823826,NA,-0.0377944721424808,NA,NA,0.0021136863655046,NA,6,-13799.6118118191,27611.2320295222,4889.63245721397,0
"553",6.26619600813712,NA,NA,NA,-14.9339677509726,NA,1.5583854107304e-05,NA,NA,NA,-1.54667655406933,NA,NA,NA,5,-13801.2535849258,27612.5131734539,4890.9136011456,0
"1097",4.78601952616011,NA,NA,NA,-7.62241521152889,NA,NA,0.000110230001124076,NA,NA,NA,17.0036310591514,NA,NA,5,-13801.2682026696,27612.5424089413,4890.94283663306,0
"1073",4.30224072839873,NA,NA,NA,NA,9.51784814366266e-05,-7.82855708097352e-05,NA,NA,NA,NA,17.237642361497,NA,NA,5,-13802.2332507099,27614.4725050219,4892.87293271362,0
"4645",5.38337687208688,NA,NA,-5.57711709517992e-08,NA,NA,5.09856364665532e-05,NA,NA,NA,-1.02995291901606,NA,NA,-0.0173213405202341,6,-13804.5399042496,27621.0882143833,4899.48864207507,0
"1041",4.30301118633687,NA,NA,NA,NA,1.69471567869165e-05,NA,NA,NA,NA,NA,17.2527069184518,NA,NA,4,-13807.2876657105,27622.579333422,4900.97976111377,0
"1057",4.3031569967191,NA,NA,NA,NA,NA,1.69148961658921e-05,NA,NA,NA,NA,17.2604578266881,NA,NA,4,-13809.7094546898,27627.4229113806,4905.8233390723,0
"1155",4.35845838497683,NA,1.06718714595708e-08,NA,NA,NA,NA,NA,-1.58148296358554,NA,NA,19.3148996931859,NA,NA,5,-13809.6869988594,27629.380001321,4907.78042901276,0
"5131",5.16280233208036,NA,1.03113032894997e-08,NA,-10.8000851628857,NA,NA,NA,NA,NA,NA,16.2445417691906,NA,-0.00893011856430878,6,-13812.6885473611,27637.3855006063,4915.78592829805,0
"1036",5.04586621759819,-0.00360295298205222,1.03146486896122e-08,NA,-10.9177047749451,NA,NA,NA,NA,NA,NA,17.7359285566449,NA,NA,6,-13814.4624244903,27640.9332548646,4919.33368255637,0
"1035",4.91927647143486,NA,1.03279099271661e-08,NA,-9.47701458349722,NA,NA,NA,NA,NA,NA,17.546997646303,NA,NA,5,-13818.6646527958,27647.3353091938,4925.73573688554,0
"2058",4.24160706877294,0.0200072409532764,NA,NA,-5.49899512097937,NA,NA,NA,NA,NA,NA,NA,0.00256042729922019,NA,5,-13820.995239949,27651.9964835001,4930.39691119184,0
"2315",5.18628144985747,NA,9.63076513321167e-09,NA,-14.3636829005523,NA,NA,NA,NA,-0.270013127079884,NA,NA,0.00228681670626124,NA,6,-13821.7101906024,27655.428787089,4933.82921478076,0
"1345",4.31466974728365,NA,NA,NA,NA,NA,NA,0.000176489845948873,NA,-0.542707003470266,NA,17.8771915701055,NA,NA,5,-13825.7710011358,27661.5480058738,4939.94843356553,0
"2833",4.44044148429229,NA,NA,NA,NA,1.95473090287899e-05,NA,NA,NA,0.340497772171739,-0.821253469188391,NA,0.0019082651120969,NA,6,-13824.9570436116,27661.9224931074,4940.32292079915,0
"6673",4.65842890495651,NA,NA,NA,NA,1.99475361724217e-05,NA,NA,NA,NA,-0.576328675542487,NA,0.00181201977253338,-0.0155113866494932,6,-13827.0662738558,27666.1409535957,4944.54138128745,0
"2579",4.50244592534204,NA,7.4809989329495e-09,NA,NA,1.90023848306966e-05,NA,NA,NA,NA,-0.661532171995887,NA,0.00179675566346549,NA,6,-13828.5936043702,27669.1956146245,4947.59604231625,0
"2595",4.50270575724968,NA,7.73274403571212e-09,NA,NA,NA,1.89742036621022e-05,NA,NA,NA,-0.6602323189006,NA,0.00179660019880264,NA,6,-13829.4125977314,27670.833601347,4949.2340290387,0
"2849",4.44054041690153,NA,NA,NA,NA,NA,1.94924049609777e-05,NA,NA,0.340822851717349,-0.81995609454645,NA,0.00190928708473913,NA,6,-13829.4712454124,27670.950896709,4949.35132440075,0
"5377",3.49039520370894,NA,NA,NA,NA,NA,NA,NA,NA,-0.745014567002209,NA,25.7993075372073,NA,0.0487344130988355,5,-13831.5512961336,27673.1085958694,4951.50902356112,0
"6689",4.65846721194239,NA,NA,NA,NA,NA,1.98915405535476e-05,NA,NA,NA,-0.574917664218395,NA,0.00181297002915366,-0.0154996920756012,6,-13831.7703821952,27675.5491702745,4953.9495979662,0
"2063",5.03091380288732,NA,9.44474334142621e-09,6.25648249701233e-09,-13.1529295382976,NA,NA,NA,NA,NA,NA,NA,0.00240488639677334,NA,6,-13832.4526992587,27676.9138044016,4955.3142320933,0
"586",5.54536378977675,0.0218083263657758,NA,NA,-7.40279101516547,NA,NA,0.000118511620819516,NA,NA,-1.76547598974281,NA,NA,NA,6,-13834.4611385441,27680.9306829724,4959.33111066412,0
"2054",3.77911230314967,0.0287527753636166,NA,6.11212004919382e-09,NA,NA,NA,NA,NA,NA,NA,NA,0.00258212443088342,NA,5,-13835.6672363559,27681.340476314,4959.74090400572,0
"535",5.20494355715084,NA,5.41692677613964e-09,-5.41629596789381e-08,NA,4.94209754040934e-05,NA,NA,NA,NA,-1.12582848654598,NA,NA,NA,6,-13835.4206594591,27682.8497248024,4961.25015249411,0
"551",5.20553438992503,NA,6.07289845375659e-09,-5.40645369720022e-08,NA,NA,4.93126400122972e-05,NA,NA,NA,-1.12233026100205,NA,NA,NA,6,-13837.9870983696,27687.9826026234,4966.38303031515,0
"157",5.82553394099899,NA,NA,-4.36841302502739e-08,-10.0879812584615,4.0231683732882e-05,NA,NA,-2.01800875643424,NA,NA,NA,NA,NA,6,-13840.104611912,27692.2176297081,4970.6180573998,0
"1413",4.35778996047952,NA,NA,8.86910605674803e-09,NA,NA,NA,NA,-2.04140548023353,0.283463490916532,NA,19.2925114670998,NA,NA,6,-13841.1567276151,27694.3218611142,4972.72228880597,0
"173",5.82943414504343,NA,NA,-4.35763185031125e-08,-10.1332701824848,NA,4.01440536485413e-05,NA,-2.01713904288167,NA,NA,NA,NA,NA,6,-13844.9060828162,27701.8205715165,4980.22099920822,0
"565",5.20480454551516,NA,NA,-5.50814995763276e-08,NA,0.000144399214668143,-9.39927902825248e-05,NA,NA,NA,-1.1363307054543,NA,NA,NA,6,-13855.8104817798,27723.6293694437,5002.02979713544,0
"834",4.92006097525192,0.0368099825964243,NA,NA,NA,NA,NA,0.000115326254326931,NA,-0.340559493067955,-1.64228907114523,NA,NA,NA,6,-13855.8160541569,27723.6405141979,5002.04094188966,0
"580",4.92663971713241,0.0350753432558169,7.75691998607778e-09,NA,NA,NA,NA,9.50396429420634e-05,NA,NA,-1.77547002590533,NA,NA,NA,6,-13856.8265670539,27725.661539992,5004.06196768376,0
"150",4.94167914383143,0.021740889298792,NA,-4.12734789430377e-08,NA,3.8024871332633e-05,NA,NA,-2.23408842069331,NA,NA,NA,NA,NA,6,-13856.9574535909,27725.923313066,5004.32374075773,0
"789",5.20123787020706,NA,NA,-5.52605652885536e-08,NA,5.05349305533789e-05,NA,NA,NA,0.09332338231621,-1.1804440492804,NA,NA,NA,6,-13858.5889769325,27729.1863597492,5007.58678744093,0
"2059",5.04280853498684,NA,9.73649834151062e-09,NA,-13.3587016074035,NA,NA,NA,NA,NA,NA,NA,0.00241518339133355,NA,5,-13860.2796323518,27730.5652683058,5008.96569599755,0
"524",5.51846797102179,0.0275734674988796,1.04332867867214e-08,NA,-7.29888662253612,NA,NA,NA,NA,NA,-1.80750256606743,NA,NA,NA,6,-13860.067936588,27732.1442790602,5010.54470675195,0
"2050",3.77021438053882,0.0292651189332788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00259601768677336,NA,4,-13862.2049757803,27732.4139535616,5010.81438125331,0
"166",4.94139051519662,0.0218554808949817,NA,-4.11471236482401e-08,NA,NA,3.79199327746359e-05,NA,-2.23493467080253,NA,NA,NA,NA,NA,6,-13861.2294649591,27734.4673358023,5012.86776349405,0
"533",5.20555501386317,NA,NA,-5.53443864299702e-08,NA,5.0610230580152e-05,NA,NA,NA,NA,-1.13098417148864,NA,NA,NA,5,-13862.9876996387,27735.9814028795,5014.38183057125,0
"4237",7.56877411562269,NA,NA,6.47499204750838e-09,-24.4493844168274,NA,NA,NA,-2.01716939918522,NA,NA,NA,NA,-0.0671668614580183,6,-13862.3770232075,27736.7624522991,5015.16287999085,0
"1157",4.35943280633485,NA,NA,8.87330855289957e-09,NA,NA,NA,NA,-1.60508534335945,NA,NA,19.3904023422622,NA,NA,5,-13863.768524536,27737.5430526742,5015.9434803659,0
"661",5.20567693953299,NA,NA,-5.53470626496531e-08,NA,5.06128622887155e-05,NA,NA,-0.0130111808798056,NA,-1.12577302225389,NA,NA,NA,6,-13862.9754379565,27737.9592817972,5016.35970948895,0
"2609",4.4982079142991,NA,NA,NA,NA,0.000152568691676274,-0.000132880151850329,NA,NA,NA,-0.672245963930906,NA,0.00181080575560837,NA,6,-13867.3439462383,27746.6962983607,5025.0967260524,0
"805",5.20237945009822,NA,NA,-5.51400326619265e-08,NA,NA,5.04444295288232e-05,NA,NA,0.0937672434988631,-1.17761702386332,NA,NA,NA,6,-13868.3512920696,27748.7109900232,5027.11141771499,0
"706",4.92357103596698,0.0357138417999349,NA,NA,NA,NA,NA,0.000116227040910051,-0.743564469596578,NA,-1.50497219978466,NA,NA,NA,6,-13870.9380851986,27753.8845762814,5032.28500397315,0
"549",5.20671968637393,NA,NA,-5.52237894234533e-08,NA,NA,5.051973642934e-05,NA,NA,NA,-1.12791712582725,NA,NA,NA,5,-13872.783320764,27755.5726451302,5033.97307282194,0
"677",5.20684144170841,NA,NA,-5.52264774672928e-08,NA,NA,5.05223764451821e-05,NA,-0.0129932742867618,NA,-1.12271300424611,NA,NA,NA,6,-13872.7711167664,27757.5506394168,5035.95106710858,0
"2705",4.48652219023543,NA,NA,NA,NA,1.97233524265683e-05,NA,NA,0.347801677722128,NA,-0.798329202614509,NA,0.00183339913706828,NA,6,-13873.0332833632,27758.0749726104,5036.47540030217,0
"772",4.90157066473826,0.0423516083619788,1.04542542303019e-08,NA,NA,NA,NA,NA,NA,-0.357455736443885,-1.67574843637735,NA,NA,NA,6,-13873.6231710334,27759.2547479509,5037.65517564263,0
"2721",4.48666954075366,NA,NA,NA,NA,NA,1.96679211644744e-05,NA,0.34805096438194,NA,-0.796964148363795,NA,0.00183435525853019,NA,6,-13877.600399437,27767.2092047581,5045.60963244982,0
"2317",5.18431642324787,NA,NA,6.78852961350681e-09,-14.3807330036981,NA,NA,NA,NA,-0.27473218178651,NA,NA,0.00230475062500046,NA,6,-13878.5052015896,27769.0188090633,5047.41923675509,0
"4489",7.58270364176372,NA,NA,NA,-24.5433807362772,NA,NA,NA,-2.33543993857048,0.21116125091825,NA,NA,NA,-0.0680123529791922,6,-13879.805412891,27771.619231666,5050.01965935779,0
"2577",4.49928909006054,NA,NA,NA,NA,1.97829557923183e-05,NA,NA,NA,NA,-0.664184482021458,NA,0.00181222783199293,NA,5,-13881.6767438799,27773.359491362,5051.7599190537,0
"1038",5.06540369019841,-0.00420064415508335,NA,7.10922957930436e-09,-11.1365625293578,NA,NA,NA,NA,NA,NA,17.858247621823,NA,NA,6,-13881.5302743558,27775.0689545957,5053.46938228742,0
"5133",5.15204292558164,NA,NA,6.90183390189709e-09,-10.7337451101664,NA,NA,NA,NA,NA,NA,16.3898066005986,NA,-0.00857448959017697,6,-13881.7236822792,27775.4557704424,5053.85619813419,0
"582",4.93470935753365,0.0338053600408886,NA,5.8398841488024e-09,NA,NA,NA,0.00011710058572367,NA,NA,-1.76907097781086,NA,NA,NA,6,-13885.225379287,27782.4591644582,5060.85959214994,0
"2593",4.49944607730142,NA,NA,NA,NA,NA,1.97276164558815e-05,NA,NA,NA,-0.662719684296135,NA,0.00181316934629066,NA,5,-13886.2483437233,27782.5026910488,5060.90311874052,0
"1037",4.9180821245286,NA,NA,6.98033795807604e-09,-9.46121814449349,NA,NA,NA,NA,NA,NA,17.6397446538487,NA,NA,5,-13887.1539168673,27784.3138373367,5062.71426502842,0
"5187",3.86618445799589,NA,7.01815755508172e-09,NA,NA,NA,NA,0.00012142465785534,NA,NA,NA,20.7815333977335,NA,0.0238613872339963,6,-13887.5051203222,27787.0186465285,5065.41907422022,0
"1092",4.19468539220619,0.0103688838064263,7.59997390770479e-09,NA,NA,NA,NA,0.000101291123937884,NA,NA,NA,16.8466114551249,NA,NA,6,-13889.7379363683,27791.4842786207,5069.88470631247,0
"644",4.9050791108186,0.0412550280820018,1.04947036479293e-08,NA,NA,NA,NA,NA,-0.784422880519667,NA,-1.53056887563657,NA,NA,NA,6,-13889.8462551415,27791.7009161672,5070.10134385895,0
"4233",7.59657458050686,NA,NA,NA,-24.741360350575,NA,NA,NA,-2.02342720472303,NA,NA,NA,NA,-0.0676880204290637,5,-13892.06271781,27794.1314392222,5072.53186691395,0
"1409",4.35653898757683,NA,NA,NA,NA,NA,NA,NA,-2.037947432546,0.283798210757363,NA,19.4311063826735,NA,NA,5,-13897.3174905898,27804.6409847817,5083.04141247345,0
"5189",3.88402930292529,NA,NA,6.89161761400118e-09,NA,NA,NA,0.000136970805492873,NA,NA,NA,20.5319572009346,NA,0.0227696025047225,6,-13897.1612389507,27806.3308837856,5084.73131147733,0
"6721",4.63106861715697,NA,NA,NA,NA,NA,NA,0.000235034536066443,NA,NA,-0.633125789658451,NA,0.00187001070257448,-0.0177909127629003,6,-13905.4293520798,27822.8671100436,5101.26753773539,0
"578",4.93238506205788,0.0342190142474214,NA,NA,NA,NA,NA,0.000119525281040324,NA,NA,-1.77646086412448,NA,NA,NA,5,-13909.1752901443,27828.3565838908,5106.7570115825,0
"520",4.91660281771332,0.0393280579988795,1.03722217592976e-08,5.81373397515957e-09,NA,NA,NA,NA,NA,NA,-1.81036760066423,NA,NA,NA,6,-13908.7045521137,27829.4175101115,5107.81793780328,0
"778",5.5000116778998,0.030763922091164,NA,NA,-7.17779157069545,NA,NA,NA,NA,-0.34875174277741,-1.68607780855119,NA,NA,NA,6,-13908.7757345425,27829.5598749691,5107.96030266086,0
"2313",5.19866803189876,NA,NA,NA,-14.6196772327182,NA,NA,NA,NA,-0.276914210514844,NA,NA,0.00231594875511467,NA,5,-13911.0439820806,27832.0939677633,5110.49439545507,0
"1094",4.20353942449279,0.00915011997027439,NA,6.50270851759163e-09,NA,NA,NA,0.000122451069915323,NA,NA,NA,16.8298622260568,NA,NA,6,-13910.1182621399,27832.2449301638,5110.64535785559,0
"6163",4.54451720139199,NA,7.53942304861848e-09,NA,NA,1.87050786074809e-05,NA,NA,NA,NA,NA,NA,0.00207629025399397,-0.0214818430208076,6,-13912.4241351986,27836.8566762813,5115.25710397301,0
"5130",5.25101010177766,-0.00293651002705551,NA,NA,-12.0285285325947,NA,NA,NA,NA,NA,NA,16.7183255646238,NA,-0.00793050268389873,6,-13912.691771796,27837.3919494761,5115.79237716786,0
"6179",4.54493982921626,NA,7.78568262807889e-09,NA,NA,NA,1.86859846628254e-05,NA,NA,NA,NA,NA,0.00207547200460824,-0.0214615684034471,6,-13912.6996230546,27837.4076519934,5115.80807968512,0
"5129",5.18190642569957,NA,NA,NA,-11.0395411518471,NA,NA,NA,NA,NA,NA,16.3823182370622,NA,-0.00917950375146926,5,-13915.3147999406,27840.6356034834,5119.0360311751,0
"1034",5.06218888327361,-0.00371723519782445,NA,NA,-11.16597615923,NA,NA,NA,NA,NA,NA,17.9161277399584,NA,NA,5,-13917.1189722586,27844.2439481193,5122.64437581104,0
"2061",5.03830621070352,NA,NA,6.85399861519556e-09,-13.3585346559253,NA,NA,NA,NA,NA,NA,NA,0.00243560493586164,NA,5,-13917.9880436031,27845.9820908084,5124.38251850016,0
"1153",4.35818318080501,NA,NA,NA,NA,NA,NA,NA,-1.60111019448961,NA,NA,19.5291786530974,NA,NA,4,-13919.7300245925,27847.464051186,5125.8644788777,0
"5186",3.96866639051455,0.00500762743479216,NA,NA,NA,NA,NA,0.000128589130503668,NA,NA,NA,19.2610046714233,NA,0.0154112761103937,6,-13919.3396526367,27850.6877111574,5129.08813884918,0
"1033",4.93160015744712,NA,NA,NA,-9.6798573710111,NA,NA,NA,NA,NA,NA,17.7214352078958,NA,NA,4,-13921.5012085757,27851.0064191523,5129.40684684409,0
"4377",7.1628052897047,NA,NA,NA,-20.0692557741077,1.39181461182923e-05,NA,NA,NA,-0.569533094344734,NA,NA,NA,-0.0641306195525907,6,-13923.27991543,27858.568236744,5136.96866443578,0
"4228",5.30679482747661,0.0465065260960997,1.03492552689606e-08,NA,NA,NA,NA,NA,-2.48059860162713,NA,NA,NA,NA,-0.0509428107015439,6,-13923.5596151809,27859.127636246,5137.52806393771,0
"4393",7.16481166198793,NA,NA,NA,-20.0900002065464,NA,1.38892358185758e-05,NA,NA,-0.569464929876117,NA,NA,NA,-0.064160604236706,6,-13924.6455080565,27861.2994219972,5139.69984968895,0
"650",5.50696867816575,0.0296123643836214,NA,NA,-7.21921819432376,NA,NA,NA,-0.757437210562931,NA,-1.54733357884125,NA,NA,NA,6,-13924.9157861544,27861.8399781929,5140.24040588463,0
"2449",4.33866007162638,NA,NA,NA,NA,1.93026986416486e-05,NA,NA,-1.51879416986568,0.585685996495917,NA,NA,0.00206572522718192,NA,6,-13925.031346029,27862.0710979421,5140.47152563384,0
"2465",4.33895575622391,NA,NA,NA,NA,NA,1.925415512422e-05,NA,-1.51722276380686,0.58588760701381,NA,NA,0.00206637353332794,NA,6,-13928.9937722116,27869.9959503074,5148.39637799916,0
"5185",3.87812310873175,NA,NA,NA,NA,NA,NA,0.000141203239683685,NA,NA,NA,20.6365780732508,NA,0.0230356178617681,5,-13930.5340276324,27871.074058867,5149.47448655873,0
"4290",5.30759622765134,0.0413548316702536,NA,NA,NA,NA,NA,0.000102796415472722,-2.42755533026315,NA,NA,NA,NA,-0.0489564787506207,6,-13929.7854272811,27871.5792604463,5149.97968813805,0
"516",4.91389510923947,0.039850488379517,1.06453525415634e-08,NA,NA,NA,NA,NA,NA,NA,-1.81847275854456,NA,NA,NA,5,-13932.3123926968,27874.6307889959,5153.0312166876,0
"587",6.28502712733404,NA,6.51774509595744e-09,NA,-15.2462570954218,NA,NA,0.000133009892409494,NA,NA,-1.59412238698912,NA,NA,NA,6,-13932.4466995211,27876.9018049262,5155.30223261798,0
"526",5.54162725888671,0.0271968527653913,NA,6.44674560571358e-09,-7.49932469469571,NA,NA,NA,NA,NA,-1.81563942606299,NA,NA,NA,6,-13935.203577127,27882.415560138,5160.81598782977,0
"2629",4.45204335759912,NA,NA,7.3884295215123e-09,NA,NA,NA,0.00022419407953821,NA,NA,-0.733053816796429,NA,0.00186166520748511,NA,6,-13937.6669446648,27887.3422952137,5165.74272290546,0
"2881",4.40220749300537,NA,NA,NA,NA,NA,NA,0.000223387937311588,NA,0.282467182691355,-0.858399307110793,NA,0.00195341943412245,NA,6,-13937.7868093894,27887.582024663,5165.98245235475,0
"6289",4.5849559258999,NA,NA,NA,NA,1.96972437599254e-05,NA,NA,-0.458925237624265,NA,NA,NA,0.00198104125926841,-0.0189412104813185,6,-13938.5110719603,27889.0305498046,5167.43097749638,0
"1090",4.19928633979205,0.00951102926168977,NA,NA,NA,NA,NA,0.000125256012462308,NA,NA,NA,16.8697133689771,NA,NA,5,-13939.6701405974,27889.3462847969,5167.74671248866,0
"589",6.25628851887555,NA,NA,6.39967511887487e-09,-14.8781181471235,NA,NA,0.000148835604762994,NA,NA,-1.59681649183104,NA,NA,NA,6,-13940.639572786,27893.2875514561,5171.68797914781,0
"1095",4.28333509201022,NA,6.30455858225578e-09,6.83571051749421e-09,NA,NA,NA,0.000141256529410761,NA,NA,NA,17.490477600776,NA,NA,6,-13942.549478044,27897.1073619722,5175.50778966395,0
"6305",4.5851108699641,NA,NA,NA,NA,NA,1.96471389805138e-05,NA,-0.457166973118205,NA,NA,NA,0.00198168590122987,-0.0189256420880171,6,-13942.6585496096,27897.3255051033,5175.72593279499,0
