"","(Intercept)","brlen.median","brlen.ratio","brlen.var","lambda","max.brlen","max.internal","max.tip","min.brlen","min.internal","min.tip","mu","Ntip","turnover","df","logLik","AICc","delta","weight"
"2084",3.86820031818515,0.0232580203273837,7.82144032666615e-09,NA,NA,NA,1.22197515274085e-05,NA,NA,NA,NA,NA,0.00241012557291238,NA,6,-13527.3775142069,27066.7634342978,4345.16386198959,0
"2068",3.86802176105199,0.0232454006484138,7.66524095847916e-09,NA,NA,1.22102871315238e-05,NA,NA,NA,NA,NA,NA,0.00241075182817856,NA,6,-13528.4045542448,27068.8175143737,4347.21794206542,0
"2657",4.46134955680352,NA,NA,NA,NA,NA,1.61456349662012e-05,0.00017904774519111,NA,NA,-0.760994587554312,NA,0.00173480487113345,NA,6,-13528.4617431758,27068.9318922357,4347.33231992745,0
"1067",4.77776900145671,NA,8.19203728025468e-09,NA,-7.23269237135609,NA,1.31238013488981e-05,NA,NA,NA,NA,16.5434249420578,NA,NA,6,-13530.5343031355,27073.077012155,4351.47743984677,0
"2101",4.25066599920205,NA,NA,-4.78912072929708e-08,NA,0.000114862335335016,-7.08820184294849e-05,NA,NA,NA,NA,NA,0.00201614960565334,NA,6,-13531.8642619284,27075.736929741,4354.13735743273,0
"1051",4.77731860557175,NA,8.02593022730361e-09,NA,-7.22811433063393,1.31065035684082e-05,NA,NA,NA,NA,NA,16.5455672414095,NA,NA,6,-13532.0116669506,27076.0317397854,4354.43216747716,0
"1290",4.95678700664763,0.00701393996261223,NA,NA,-10.1580486972385,NA,NA,NA,NA,-0.838442192632664,NA,17.653862424642,NA,NA,6,-13535.1714964217,27082.3513987275,4360.75182641925,0
"2069",4.2525450536309,NA,NA,-4.80995914326013e-08,NA,4.41431202059675e-05,NA,NA,NA,NA,NA,NA,0.00201406046230296,NA,5,-13536.2281237936,27082.4622511894,4360.86267888115,0
"2641",4.46171301493244,NA,NA,NA,NA,1.60675914689643e-05,NA,0.000176693182299194,NA,NA,-0.760245508633674,NA,0.0017368588744967,NA,6,-13535.7683924994,27083.5451908829,4361.94561857469,0
"2325",4.25461596778728,NA,NA,-4.81189125936229e-08,NA,4.41604318500537e-05,NA,NA,NA,-0.00640135713246143,NA,NA,0.00201066640489293,NA,6,-13536.2027052073,27084.4138162986,4362.81424399038,0
"4614",5.31174310239945,0.0490148866232471,NA,5.62912951711619e-09,NA,NA,NA,NA,NA,NA,-1.72277833409219,NA,NA,-0.0486851788801279,6,-13536.9261503521,27085.8607065883,4364.26113428007,0
"1217",4.3468340330516,NA,NA,NA,NA,NA,NA,0.000181118070972948,-1.74177119119298,NA,NA,17.9562330399902,NA,NA,5,-13540.4984007005,27091.0028050032,4369.40323269491,0
"2085",4.25389811410175,NA,NA,-4.80172743283835e-08,NA,NA,4.40821161871039e-05,NA,NA,NA,NA,NA,0.00201383548657873,NA,5,-13543.3518285485,27096.7096606991,4375.11008839083,0
"2341",4.25547913256246,NA,NA,-4.80318770295253e-08,NA,NA,4.40952193755067e-05,NA,NA,-0.00488548886583289,NA,NA,0.00201124569088866,NA,6,-13543.3370420325,27098.682489949,4377.08291764078,0
"2074",4.32017912307391,0.0142875538036245,NA,NA,-5.32270377145726,1.29519409832436e-05,NA,NA,NA,NA,NA,NA,0.00239407063909685,NA,6,-13546.768096534,27105.5445989521,4383.94502664387,0
"2090",4.320050490513,0.0143251750231694,NA,NA,-5.32519834928286,NA,1.29167570663405e-05,NA,NA,NA,NA,NA,0.00239456622282487,NA,6,-13548.3104894617,27108.6293848075,4387.0298124992,0
"5385",5.06276491467209,NA,NA,NA,-12.1149747300698,NA,NA,NA,NA,-0.799289496419392,NA,18.6906400222625,NA,0.00468475192971103,6,-13548.8052476142,27109.6189011125,4388.01932880429,0
"1289",5.18714712768233,NA,NA,NA,-12.7682643347828,NA,NA,NA,NA,-0.788912410574812,NA,18.0035124670663,NA,NA,5,-13550.4732195317,27110.9524426655,4389.35287035727,0
"1541",4.40319140399463,NA,NA,8.8714997964513e-09,NA,NA,NA,NA,NA,NA,-1.17188002793194,19.4238475837774,NA,NA,5,-13550.7298266978,27111.4656569978,4389.86608468957,0
"1669",4.40351509649096,NA,NA,8.87645020343894e-09,NA,NA,NA,NA,-0.111923273003436,NA,-1.12710463564624,19.4396852958306,NA,NA,6,-13549.7649102137,27111.5382263115,4389.93865400327,0
"1797",4.4026590219299,NA,NA,8.86874985530445e-09,NA,NA,NA,NA,NA,0.0291380620465229,-1.18726375685336,19.406179807826,NA,NA,6,-13550.2748073688,27112.5580206217,4390.95844831346,0
"2091",4.88686379978208,NA,7.57369359826909e-09,NA,-10.8355879872444,NA,1.34536141313574e-05,NA,NA,NA,NA,NA,0.00228297766613831,NA,6,-13558.8102455457,27129.6288969755,4408.0293246672,0
"2075",4.88603972485738,NA,7.40036889743556e-09,NA,-10.828957891975,1.34503519465003e-05,NA,NA,NA,NA,NA,NA,0.0022836787722159,NA,6,-13559.6533320002,27131.3150698846,4409.71549757631,0
"4610",5.31206176864468,0.049601125321031,NA,NA,NA,NA,NA,NA,NA,NA,-1.73031255379052,NA,NA,-0.0490392140810037,5,-13560.8120107251,27131.6300250523,4410.03045274408,0
"1346",4.17016305570952,0.0192310183425235,NA,NA,NA,NA,NA,0.000107888542034476,NA,-0.829986638199168,NA,16.7296717415603,NA,NA,6,-13568.9804168659,27149.9692396159,4428.36966730761,0
"1050",5.07720802589178,-0.00870935132303566,NA,NA,-10.6195230065808,1.45241919397185e-05,NA,NA,NA,NA,NA,17.0247552467852,NA,NA,6,-13571.7013985816,27155.4112030473,4433.81163073908,0
"1066",5.07726408592545,-0.00867432335309634,NA,NA,-10.6232198826183,NA,1.44916280172027e-05,NA,NA,NA,NA,17.0277537991657,NA,NA,6,-13573.3155700405,27158.639545965,4437.03997365677,0
"2329",5.01858034101972,NA,NA,NA,-11.8196322942539,1.4053880034225e-05,NA,NA,NA,-0.250409745965267,NA,NA,0.00218296134760074,NA,6,-13579.6576746072,27171.3237550985,4449.7241827902,0
"1284",4.14000729580956,0.0240785625867441,9.98595137082015e-09,NA,NA,NA,NA,NA,NA,-0.854827772064675,NA,17.0155336956777,NA,NA,6,-13581.1802037686,27174.3688134214,4452.7692411131,0
"2345",5.02005413871442,NA,NA,NA,-11.8384491388985,NA,1.40168610372552e-05,NA,NA,-0.250361228973741,NA,NA,0.00218328074370772,NA,6,-13581.5810045564,27175.1704149969,4453.57084268867,0
"2098",3.8646535145116,0.023102234557005,NA,NA,NA,7.67939190127783e-05,-6.37977071945882e-05,NA,NA,NA,NA,NA,0.00242766736081839,NA,6,-13584.0556543768,27180.1197146378,4458.52014232956,0
"2066",3.86434947683571,0.0232196879107705,NA,NA,NA,1.30142567171879e-05,NA,NA,NA,NA,NA,NA,0.00242771415826196,NA,5,-13587.5498806746,27185.1057649513,4463.50619264303,0
"2082",3.86400164441306,0.0232619474762593,NA,NA,NA,NA,1.29783903536635e-05,NA,NA,NA,NA,NA,0.00242823498352106,NA,5,-13589.117961573,27188.2419267482,4466.64235443993,0
"4249",7.26161680760427,NA,NA,NA,-21.3258346990869,1.35024700309966e-05,NA,NA,-1.93913802744814,NA,NA,NA,NA,-0.0619028794297554,6,-13588.1530081466,27188.3144221772,4466.71484986899,0
"4265",7.26366472300831,NA,NA,NA,-21.3469123382651,NA,1.34692312459854e-05,NA,-1.93880156862043,NA,NA,NA,NA,-0.0619348976679655,6,-13589.773409509,27191.5552249022,4469.95565259392,0
"1315",4.33500584574679,NA,8.0182514667907e-09,NA,NA,NA,1.62772112755273e-05,NA,NA,-0.471763085861271,NA,17.5792706804849,NA,NA,6,-13594.1779771005,27200.3643600852,4478.76478777692,0
"1081",4.77460062091919,NA,NA,NA,-7.20052316734268,6.60247730028619e-05,-5.21065990432829e-05,NA,NA,NA,NA,16.6086147369363,NA,NA,6,-13594.5011368938,27201.0106796717,4479.41110736346,0
"1299",4.33487314968969,NA,7.80675175531913e-09,NA,NA,1.62804185858615e-05,NA,NA,NA,-0.47238704646735,NA,17.5793140776751,NA,NA,6,-13594.830390902,27201.6691876882,4480.0696153799,0
"5145",4.9092783295011,NA,NA,NA,-7.96279991282528,1.38690405326201e-05,NA,NA,NA,NA,NA,15.9208209805314,NA,-0.00479690514273606,6,-13595.0357443413,27202.0798945668,4480.4803222585,0
"1049",4.77771772812363,NA,NA,NA,-7.24024395460937,1.39377701806766e-05,NA,NA,NA,NA,NA,16.6151439108713,NA,NA,5,-13596.8294928832,27203.6649893686,4482.06541706039,0
"5161",4.91122934418296,NA,NA,NA,-7.98323453925365,NA,1.38413668799831e-05,NA,NA,NA,NA,15.9210992009618,NA,-0.00482477641334295,6,-13596.4256807496,27204.8597673832,4483.26019507497,0
"1065",4.77891188894488,NA,NA,NA,-7.25658718761635,NA,1.39102111611715e-05,NA,NA,NA,NA,16.6194896082303,NA,NA,5,-13598.2398959617,27206.4857955255,4484.88622321726,0
"5217",3.97316895650121,NA,NA,NA,NA,NA,1.40729702799883e-05,0.000104627858090107,NA,NA,NA,18.9160991850857,NA,0.0181923888244352,6,-13597.5484475346,27207.1053009533,4485.50572864509,0
"5201",3.97087927640509,NA,NA,NA,NA,1.40323301067837e-05,NA,0.000102309741247904,NA,NA,NA,18.9542799728168,NA,0.0183266305951853,6,-13601.3374885589,27214.683383002,4493.08381069375,0
"5441",3.63497833135922,NA,NA,NA,NA,NA,NA,0.000144685843536025,NA,-0.757636628994068,NA,23.3802986858579,NA,0.0397632843495112,6,-13601.5946205701,27215.1976470243,4493.59807471604,0
"1137",4.28848350606563,NA,NA,NA,NA,-0.000295716387513781,0.000309479636368625,0.000171273176689839,NA,NA,NA,16.127008891051,NA,NA,6,-13606.0386162811,27224.0856384463,4502.48606613801,0
"1921",4.40085621574627,NA,NA,NA,NA,NA,NA,NA,-0.299787706896652,0.107311772057205,-1.10697973496928,19.5405461217935,NA,NA,6,-13606.0720769979,27224.1525598799,4502.55298757167,0
"1537",4.40195033536926,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17025537026906,19.5631436286729,NA,NA,4,-13610.2625103746,27228.5290227502,4506.92945044199,0
"1665",4.4022621415765,NA,NA,NA,NA,NA,NA,NA,-0.108044504886403,NA,-1.127030820882,19.5785075105004,NA,NA,5,-13609.3739469674,27228.7538975369,4507.15432522866,0
"1793",4.40139663953447,NA,NA,NA,NA,NA,NA,NA,NA,0.0303265103510137,-1.18626707640607,19.5447103013168,NA,NA,5,-13609.7754426661,27229.5568889344,4507.95731662618,0
"2105",4.8787847777898,NA,NA,NA,-10.8062771823197,8.52947029985251e-05,-7.11190843211414e-05,NA,NA,NA,NA,NA,0.00230152011112923,NA,6,-13610.1352281906,27232.2788622653,4510.67928995707,0
"2073",4.88382153996732,NA,NA,NA,-10.8608129170559,1.4205501378194e-05,NA,NA,NA,NA,NA,NA,0.00230076745354149,NA,5,-13614.4585367632,27238.9230771285,4517.32350482025,0
"2089",4.88532435478747,NA,NA,NA,-10.8798040988243,NA,1.41691841048546e-05,NA,NA,NA,NA,NA,0.0023010555003245,NA,5,-13616.3547276496,27242.7154589013,4521.11588659305,0
"2187",5.40574181671772,NA,9.39740863080066e-09,NA,-15.8324370123166,NA,NA,NA,-1.37681584475223,NA,NA,NA,0.00208665199666613,NA,6,-13617.7569723576,27247.5223505993,4525.92277829105,0
"1123",4.29251721929804,NA,5.1907057766532e-09,NA,NA,NA,1.44055723373338e-05,0.000106635686096588,NA,NA,NA,16.4610972048387,NA,NA,6,-13626.4015616641,27264.8115292122,4543.21195690399,0
"1122",4.24878874993806,0.00489831470035756,NA,NA,NA,NA,1.38638863388779e-05,0.000102952026725098,NA,NA,NA,16.1380670274201,NA,NA,6,-13631.8776323721,27275.7636706283,4554.16409832006,0
"1107",4.29251096020053,NA,5.07599613420692e-09,NA,NA,1.43392504488248e-05,NA,0.000104778386698929,NA,NA,NA,16.482936097179,NA,NA,6,-13632.0957364951,27276.1998788743,4554.60030656603,0
"1106",4.24789255193203,0.00500884750811054,NA,NA,NA,1.38100185096318e-05,NA,0.000100398851094365,NA,NA,NA,16.1512128253904,NA,NA,6,-13635.537865888,27283.0841376601,4561.48456535185,0
"6241",4.51544910383843,NA,NA,NA,NA,NA,1.59466726992784e-05,0.000173042352002376,NA,NA,NA,NA,0.00205654729861678,-0.0249912680977264,6,-13640.478729139,27292.9658641621,4571.36629185383,0
"610",4.9493623964133,0.0286420903322783,NA,NA,NA,NA,1.29578730418306e-05,9.9495925451385e-05,NA,NA,-1.67868409091052,NA,NA,NA,6,-13641.642188222,27295.2927823281,4573.69321001984,0
"594",4.94906232039065,0.0287655266780449,NA,NA,NA,1.29191326384475e-05,NA,9.70696840890925e-05,NA,NA,-1.68057778370972,NA,NA,NA,6,-13644.256300112,27300.5210061082,4578.92143379991,0
"5378",3.83926360577892,0.0192547687879171,NA,NA,NA,NA,NA,NA,NA,-0.895864948821803,NA,20.2416485410877,NA,0.0196910680301838,6,-13647.1792069595,27306.3668198031,4584.76724749483,0
"5155",3.88388311776575,NA,8.22415323313999e-09,NA,NA,NA,1.49654045177795e-05,NA,NA,NA,NA,20.3253965470158,NA,0.0239138304099183,6,-13647.5565361259,27307.1214781359,4585.52190582766,0
"6225",4.51549991680893,NA,NA,NA,NA,1.58656339316254e-05,NA,0.000170726498661973,NA,NA,NA,NA,0.00205835742414148,-0.0249456507384509,6,-13647.670521283,27307.3494484502,4585.7498761419,0
"1329",4.33420547525471,NA,NA,NA,NA,0.000106018164639784,-8.89831689708292e-05,NA,NA,-0.481292571247852,NA,17.638359226204,NA,NA,6,-13648.6608246251,27309.3300551344,4587.73048282614,0
"5139",3.88407784247158,NA,8.03243938536875e-09,NA,NA,1.49565822027039e-05,NA,NA,NA,NA,NA,20.3234880705582,NA,0.0238932838447984,6,-13648.7806803561,27309.5697665962,4587.97019428797,0
"1121",4.29088682563569,NA,NA,NA,NA,NA,1.46598324229896e-05,0.000119949456643314,NA,NA,NA,16.4170132710396,NA,NA,5,-13651.1947993417,27312.3956022857,4590.79602997739,0
"617",6.07909609965651,NA,NA,NA,-12.8030853640095,NA,1.39860245970189e-05,0.000122113135148162,NA,NA,-1.53782150589485,NA,NA,NA,6,-13651.0640972061,27314.1366002964,4592.53702798813,0
"1286",4.14122449426216,0.0239685031015817,NA,6.36756363486137e-09,NA,NA,NA,NA,NA,-0.861470743006427,NA,17.1265218186192,NA,NA,6,-13652.1003195343,27316.2090449527,4594.60947264443,0
"1297",4.33491476317827,NA,NA,NA,NA,1.70958785478293e-05,NA,NA,NA,-0.478794536563201,NA,17.6533918207604,NA,NA,5,-13655.389328821,27320.7846612442,4599.1850889359,0
"1105",4.29093642177015,NA,NA,NA,NA,1.46121402922992e-05,NA,0.000117682154046411,NA,NA,NA,16.4383181956634,NA,NA,5,-13655.7596781525,27321.5253599072,4599.92578759891,0
"601",6.08333350872522,NA,NA,NA,-12.8514971928889,1.39358213014817e-05,NA,0.000119716666863767,NA,NA,-1.53891377395591,NA,NA,NA,6,-13654.9177800159,27321.843965916,4600.24439360774,0
"613",5.16044384193358,NA,NA,-4.82281628726695e-08,NA,NA,4.39491554429152e-05,0.000143766536225418,NA,NA,-1.18872030820122,NA,NA,NA,6,-13655.379165532,27322.7667369481,4601.16716463984,0
"1313",4.3350249674637,NA,NA,NA,NA,NA,1.70585782765326e-05,NA,NA,-0.478274044494798,NA,17.6612436223578,NA,NA,5,-13658.218104651,27326.4422129042,4604.84264059591,0
"2370",3.88346894608422,0.0283331238069162,NA,NA,NA,NA,NA,0.000103994441643702,NA,-0.428093405495269,NA,NA,0.00233403422618197,NA,6,-13657.4947841844,27326.9979742529,4605.39840194469,0
"538",5.53308827655771,0.0212801141322471,NA,NA,-7.18110915596836,1.37581691835935e-05,NA,NA,NA,NA,-1.71146102674229,NA,NA,NA,6,-13660.6292824458,27333.2669707758,4611.66739846753,0
"554",5.53324703932599,0.0213220907048284,NA,NA,-7.18462793565354,NA,1.37106084378514e-05,NA,NA,NA,-1.71148263190447,NA,NA,NA,6,-13662.844225064,27337.6968560122,4616.09728370396,0
"1060",4.22080659849436,0.00925019958732561,8.37261852966955e-09,NA,NA,NA,1.39944787640066e-05,NA,NA,NA,NA,16.4280770890297,NA,NA,6,-13663.9982026776,27340.0048112393,4618.40523893109,0
"548",4.93417188291188,0.0333207999881877,8.51818600521377e-09,NA,NA,NA,1.30114974360463e-05,NA,NA,NA,-1.71380022920379,NA,NA,NA,6,-13664.4128735011,27340.8341528864,4619.23458057816,0
"532",4.93428850339276,0.0333075288072945,8.35017104560554e-09,NA,NA,1.30112890529657e-05,NA,NA,NA,NA,-1.71444003383976,NA,NA,NA,6,-13665.1166685863,27342.2417430568,4620.64217074852,0
"1044",4.22079965021963,0.00923330279783928,8.1943565446376e-09,NA,NA,1.39825105681691e-05,NA,NA,NA,NA,NA,16.4308510198523,NA,NA,6,-13665.4013006242,27342.8110071326,4621.21143482433,0
"2441",5.36053750634777,NA,NA,NA,-15.6535458381923,NA,NA,NA,-1.93189019511982,0.376479222334244,NA,NA,0.0021648560284396,NA,6,-13666.3201340008,27344.6486738857,4623.04910157748,0
"2308",3.84859614146113,0.0331567331107372,9.55242052610223e-09,NA,NA,NA,NA,NA,NA,-0.445032150195137,NA,NA,0.00237498625604649,NA,6,-13669.851439245,27351.7112843742,4630.11171206595,0
"597",5.16325111131722,NA,NA,-4.81503819847922e-08,NA,4.39490287878798e-05,NA,0.000136655799668897,NA,NA,-1.18800991800615,NA,NA,NA,6,-13669.9305663194,27351.869538523,4630.26996621471,0
"2189",5.40489679421307,NA,NA,6.71382140657734e-09,-15.8540286065991,NA,NA,NA,-1.39083350405102,NA,NA,NA,0.00210282823536012,NA,6,-13673.1860700762,27358.3805460366,4636.7809737283,0
"1282",4.13598352129483,0.02453429512909,NA,NA,NA,NA,NA,NA,NA,-0.869668090150707,NA,17.1750351923621,NA,NA,5,-13681.9724030735,27373.9508097491,4652.35123744081,0
"786",4.92755549050248,0.035604360320847,NA,NA,NA,1.344593791051e-05,NA,NA,NA,-0.297662161963872,-1.60608063516368,NA,NA,NA,6,-13691.4553084332,27394.9190227506,4673.31945044231,0
"802",4.92740788150763,0.0356551103193493,NA,NA,NA,NA,1.33978904751776e-05,NA,NA,-0.298112296405624,-1.6059399864495,NA,NA,NA,6,-13693.5992307349,27399.206867354,4677.60729504574,0
"658",4.93033884078553,0.0346632743963425,NA,NA,NA,1.36398104905723e-05,NA,NA,-0.692293289983008,NA,-1.46927685670525,NA,NA,NA,6,-13699.1183444037,27410.2450946915,4688.64552238322,0
"674",4.93019548610595,0.0347127817868711,NA,NA,NA,NA,1.35920908508481e-05,NA,-0.693264304852094,NA,-1.46895171421179,NA,NA,NA,6,-13701.2904920599,27414.589390004,4692.98981769572,0
"2273",4.34619598913811,NA,NA,NA,NA,NA,1.60049914136826e-05,0.000172066301170082,-0.813517633913431,NA,NA,NA,0.0019182174774508,NA,6,-13701.6827028049,27415.3738114939,4693.77423918566,0
"5138",3.96055315996762,0.00406386636374328,NA,NA,NA,1.51760538075174e-05,NA,NA,NA,NA,NA,19.2159008992975,NA,0.0174412630045426,6,-13704.0299855486,27420.0683769814,4698.46880467314,0
"2116",3.82032578433366,0.0246711555681084,7.1324857622952e-09,NA,NA,NA,NA,8.72083233463618e-05,NA,NA,NA,NA,0.00250165942034074,NA,6,-13704.056144715,27420.120695314,4698.52112300579,0
"2185",5.41895874976502,NA,NA,NA,-16.0892272517036,NA,NA,NA,-1.39468419027148,NA,NA,NA,0.00211400988310577,NA,5,-13706.3452962373,27422.6965960769,4701.09702376859,0
"5154",3.96080799127012,0.00411748655089917,NA,NA,NA,NA,1.51400795601913e-05,NA,NA,NA,NA,19.213613339033,NA,0.0174069357113945,6,-13705.8191094663,27423.6466248168,4702.04705250854,0
"2122",4.29071149495843,0.0147044831949033,NA,NA,-5.46790520737549,NA,NA,0.000109360043577996,NA,NA,NA,NA,0.00247422682527394,NA,6,-13708.0318547999,27428.0721154839,4706.47254317567,0
"5169",3.88428661472979,NA,NA,NA,NA,8.37300693184351e-05,-6.79801002316871e-05,NA,NA,NA,NA,20.3715621500921,NA,0.0238206754803289,6,-13708.3331644702,27428.6747348245,4707.0751625162,0
"2257",4.34649373597051,NA,NA,NA,NA,1.59267229475045e-05,NA,0.000169727990244918,-0.811626582346004,NA,NA,NA,0.00192036834169493,NA,6,-13708.6586113406,27429.3256285653,4707.72605625706,0
"5137",3.88236023197939,NA,NA,NA,NA,1.57899342437691e-05,NA,NA,NA,NA,NA,20.4040876481594,NA,0.0239685615982763,5,-13712.2134990989,27434.4330018,4712.83342949176,0
"5153",3.88153882401262,NA,NA,NA,NA,NA,1.57595718216154e-05,NA,NA,NA,NA,20.4182505284133,NA,0.0240231683268547,5,-13714.2227726543,27438.4515489107,4716.85197660246,0
"2161",4.20128699689222,NA,NA,NA,NA,-0.000397308586473104,0.000411815341445256,0.000229889312110905,NA,NA,NA,NA,0.00211485597043713,NA,6,-13713.8804207726,27439.7692474294,4718.16967512115,0
"2314",4.28196205258961,0.0248333184020048,NA,NA,-5.19518591365075,NA,NA,NA,NA,-0.443963720560199,NA,NA,0.00237590631480464,NA,6,-13722.9784727626,27457.9653514094,4736.36577910112,0
"562",4.93892433722976,0.0331545640338527,NA,NA,NA,0.000104383966881451,-9.05082505360024e-05,NA,NA,NA,-1.72406470755702,NA,NA,NA,6,-13726.5802595243,27465.1689249327,4743.56935262449,0
"2118",3.82910025324302,0.0235440381877241,NA,5.54400511536587e-09,NA,NA,NA,0.000107343598630989,NA,NA,NA,NA,0.00249860722639883,NA,6,-13727.4323227276,27466.8730513393,4745.27347903104,0
"5379",3.50685252700695,NA,1.0262932071467e-08,NA,NA,NA,NA,NA,NA,-0.732143232626201,NA,25.4707605129812,NA,0.047804203523195,6,-13728.1466875673,27468.3017810187,4746.70220871046,0
"1074",4.22181893085537,0.00900795943782719,NA,NA,NA,7.50530967434688e-05,-6.02069319243568e-05,NA,NA,NA,NA,16.5096901335574,NA,NA,6,-13728.1476326282,27468.3036711405,4746.70409883227,0
"4234",6.7406322784497,0.0230977032335422,NA,NA,-15.7846401122105,NA,NA,NA,-2.36802460209054,NA,NA,NA,NA,-0.0660627913891377,6,-13728.693155692,27469.3947172681,4747.79514495987,0
"2377",5.00265012844395,NA,NA,NA,-12.0013325958365,NA,NA,0.000134018379695727,NA,-0.289913313425453,NA,NA,0.00224064420775569,NA,6,-13729.4872353719,27470.982876628,4749.38330431973,0
"2060",4.23911305081135,0.0198534426424784,9.62926547370520e-09,NA,-5.3308666158731,NA,NA,NA,NA,NA,NA,NA,0.00252714582309155,NA,6,-13730.0338850164,27472.076175917,4750.47660360875,0
"1042",4.22143070573282,0.0091175707815708,NA,NA,NA,1.48628260044742e-05,NA,NA,NA,NA,NA,16.5123755468584,NA,NA,5,-13731.1712992281,27472.3486020584,4750.74902975011,0
"1058",4.22118010934904,0.00916007587162396,NA,NA,NA,NA,1.48288598616945e-05,NA,NA,NA,NA,16.5153069760387,NA,NA,5,-13732.8457673306,27475.6975382634,4754.09796595517,0
"530",4.93856874264048,0.0332937680681029,NA,NA,NA,1.39072797749579e-05,NA,NA,NA,NA,-1.72137580840635,NA,NA,NA,5,-13733.4098830299,27476.825769662,4755.22619735372,0
"546",4.93843396146585,0.0333424187800402,NA,NA,NA,NA,1.38587514878026e-05,NA,NA,NA,-1.72140693563529,NA,NA,NA,5,-13735.6641310144,27481.334265631,4759.73469332276,0
"2310",3.84573096576157,0.0331341643607463,NA,5.81793464992319e-09,NA,NA,NA,NA,NA,-0.448299038258148,NA,NA,0.0023944847936651,NA,6,-13735.9352135614,27483.8788330068,4762.27926069857,0
"555",6.25766563629442,NA,8.14706476519919e-09,NA,-14.8684138300644,NA,1.47965161140127e-05,NA,NA,NA,-1.53785067697,NA,NA,NA,6,-13736.9847814999,27485.9779688838,4764.37839657556,0
"539",6.25715236833907,NA,7.95443000169595e-09,NA,-14.8615664963802,1.4804262293554e-05,NA,NA,NA,NA,-1.5386672088735,NA,NA,NA,6,-13737.4103213054,27486.8290484949,4765.22947618664,0
"2123",4.87298743729364,NA,6.26409122013993e-09,NA,-11.1687952469903,NA,NA,0.000114234957456332,NA,NA,NA,NA,0.00236796719561479,NA,6,-13739.5325235148,27491.0734529137,4769.47388060541,0
"1075",4.30398949662202,NA,8.79325282060623e-09,NA,NA,-3.92345537315405e-05,5.53037680997641e-05,NA,NA,NA,NA,17.1859502600339,NA,NA,6,-13742.4108830563,27496.8301719968,4775.23059968853,0
"1059",4.3035851627209,NA,8.27839326397999e-09,NA,NA,NA,1.61101981923009e-05,NA,NA,NA,NA,17.1814584705107,NA,NA,5,-13743.4393400168,27496.8846836358,4775.2851113275,0
"4297",7.31574388635523,NA,NA,NA,-21.8468815164347,NA,NA,0.000122194578205523,-2.01412661013129,NA,NA,NA,NA,-0.0639074011764741,6,-13742.559625148,27497.1276561802,4775.52808387191,0
"1043",4.30340955397562,NA,8.07073380571295e-09,NA,NA,1.61061799630941e-05,NA,NA,NA,NA,NA,17.1816677717345,NA,NA,5,-13744.4576009794,27498.9212055611,4777.3216332528,0
"2056",3.7900078457114,0.0283716236820103,9.50560027151977e-09,5.51455510505696e-09,NA,NA,NA,NA,NA,NA,NA,NA,0.00254955450157732,NA,6,-13747.5305222504,27507.069450385,4785.4698780767,0
"1099",4.80680060317531,NA,7.67921394644561e-09,NA,-7.89478523702438,NA,NA,8.75569813171884e-05,NA,NA,NA,17.0215736617971,NA,NA,6,-13748.4968698533,27509.0021455907,4787.40257328242,0
"2114",3.82209175897098,0.02389886664436,NA,NA,NA,NA,NA,0.000109587803409976,NA,NA,NA,NA,0.0025094360484838,NA,5,-13749.7055174669,27509.4170385359,4787.81746622761,0
"2125",4.84395356641234,NA,NA,5.9305301281406e-09,-10.8123382501789,NA,NA,0.000129545095511555,NA,NA,NA,NA,0.00237046892572816,NA,6,-13749.3274541708,27510.6633142256,4789.06374191739,0
"2306",3.83808853239975,0.0336756010081593,NA,NA,NA,NA,NA,NA,NA,-0.453830111576166,NA,NA,0.00240538601514321,NA,5,-13760.4538999157,27530.9138034336,4809.31423112533,0
"1159",4.35960002369628,NA,1.02638871322972e-08,8.18122600693031e-09,NA,NA,NA,NA,-1.58589841336894,NA,NA,19.1951392372151,NA,NA,6,-13761.255947547,27534.520300978,4812.92072866978,0
"2052",3.78229501522084,0.0288223249675019,9.76023118184601e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00256118060125617,NA,5,-13769.4633320751,27548.9326677523,4827.33309544406,0
"4242",5.30050864436097,0.0397916202799279,NA,NA,NA,1.28136124293505e-05,NA,NA,-2.33861239857717,NA,NA,NA,NA,-0.0471603856548062,6,-13769.0501377297,27550.1086813436,4828.50910903535,0
"4258",5.30057728725952,0.0398381638169402,NA,NA,NA,NA,1.27788890326853e-05,NA,-2.33891737587821,NA,NA,NA,NA,-0.0471832986360192,6,-13770.4747837441,27552.9579733724,4831.3584010641,0
"1101",4.77804722542184,NA,NA,6.2371235024128e-09,-7.48508989584966,NA,NA,0.000107120713395602,NA,NA,NA,16.9508856051083,NA,NA,6,-13773.2931815806,27558.5947690454,4836.99519673713,0
"2121",4.85094289348119,NA,NA,NA,-10.954394841978,NA,NA,0.000132541000384125,NA,NA,NA,NA,0.00237961562747075,NA,5,-13774.7391376745,27559.4842789512,4837.88470664297,0
"1098",5.08146650417992,-0.00886464039398105,NA,NA,-10.9406784533377,NA,NA,0.000122324516922679,NA,NA,NA,17.3891641840427,NA,NA,6,-13777.1580720607,27566.3245500054,4844.72497769717,0
